Population,Median Age,Household Income,median_home_value,Poverty Rate,Unemployment rate,house_count
1202.0,50.5,65774.0,279900.0,4.575707154742097,3.1613976705490847,267200
1363.0,48.3,67333.0,213000.0,10.12472487160675,4.328686720469554,214300
3879.0,51.4,54803.0,242000.0,9.74477958236659,3.609177623098737,256200
4184.0,46.8,71174.0,277500.0,5.592734225621415,2.9875717017208414,281500
3673.0,27.7,53934.0,278200.0,17.56057718486251,2.069153280696978,310700
5101.0,43.8,41836.0,184400.0,20.348951186041948,4.802979807880807,190700
40441.0,34.6,50617.0,180200.0,18.219134047130392,5.635370045251107,205600
6171.0,42.3,86219.0,239900.0,6.076810889645113,4.05120725976341,255000
3196.0,45.4,89934.0,247000.0,7.697121401752191,3.191489361702128,271700
7594.0,38.8,77462.0,292800.0,11.83829338951804,3.3974190150118515,330100
20334.0,39.8,46410.0,173200.0,17.886298809875086,3.693321530441625,190700
11182.0,45.1,117500.0,427800.0,3.94383831157217,2.8170273654086926,476900
4537.0,44.5,84803.0,239300.0,4.915142164425832,2.622878554110646,275700
41336.0,40.8,56577.0,227000.0,13.557189858718793,3.655409328430424,259500
9538.0,45.2,108704.0,392300.0,2.8098133780666807,3.1662822394632,472500
11087.0,45.7,89706.0,273600.0,7.296834130062235,2.3992062776224405,307100
12031.0,43.5,84980.0,315500.0,4.89568614412767,3.183442772836838,350800
7433.0,43.0,68864.0,310600.0,8.368088255078701,3.0539486075608773,336800
3704.0,47.7,62589.0,209000.0,5.426565874730022,4.184665226781857,216800
7430.0,39.3,81317.0,258100.0,5.020188425302826,2.570659488559892,290100
7480.0,44.7,96953.0,270400.0,2.807486631016043,2.727272727272727,287000
1939.0,46.2,98221.0,277900.0,2.6817947395564725,2.114492006188757,288800
10613.0,42.3,61998.0,186400.0,11.542447941204186,2.968058042023933,213700
16239.0,45.7,71976.0,240700.0,4.4152965084056905,3.4854362953383835,272000
3061.0,47.3,97614.0,376100.0,3.332244364586737,1.6007840574975498,412100
9068.0,41.1,75544.0,261400.0,5.524922805469783,4.33392148213498,286900
4480.0,44.5,93197.0,347900.0,3.3705357142857144,1.6517857142857142,361900
3386.0,41.5,63906.0,217200.0,10.720614294152393,3.6916715888954514,246500
13292.0,43.7,92227.0,280100.0,4.551609990972013,4.935299428227506,309800
13759.0,39.3,60755.0,242800.0,9.840831455774405,3.1542990042881023,275700
2259.0,42.2,80714.0,236100.0,4.6923417441345725,3.8512616201859236,246400
8689.0,41.5,88958.0,274000.0,3.0843595350443085,1.9334791115203134,327600
3009.0,43.0,53664.0,334700.0,5.948820206048522,2.2931206380857434,320500
6548.0,42.3,114615.0,378000.0,4.169211973121564,1.6340867440439828,402700
14880.0,41.5,99575.0,290400.0,3.293010752688172,2.8965053763440864,319100
2374.0,45.1,75658.0,203200.0,5.054759898904802,5.181128896377421,221900
3380.0,41.7,102602.0,283900.0,7.337278106508876,3.0177514792899407,312000
7811.0,38.2,97958.0,304300.0,6.670080655485853,2.483676865958264,335400
6649.0,45.1,60288.0,220800.0,7.971123477214618,3.2335689577380062,255800
13431.0,42.8,72566.0,261200.0,6.671133943861218,3.573821755639937,294900
3218.0,41.5,91250.0,291800.0,6.991920447482909,3.5114978247358613,297000
14846.0,43.2,110147.0,379900.0,3.1321568099151285,2.317122457227536,435900
6406.0,44.3,95238.0,327100.0,7.789572275991257,3.9338120512019983,352500
4761.0,44.1,70873.0,233100.0,5.1459777357697964,3.15059861373661,227600
7557.0,41.4,94766.0,322300.0,8.614529575228266,4.168320762207225,337200
2671.0,33.3,76114.0,194700.0,13.627854736053912,2.208910520404343,220400
10921.0,41.2,60852.0,236900.0,9.57787748374691,2.225070964197418,248000
3451.0,45.8,121500.0,368500.0,6.548826427122573,3.7670240509997104,368700
2366.0,47.0,94103.0,239300.0,1.1411665257819104,2.2400676246830096,269400
36103.0,40.8,99441.0,384400.0,3.8528654128465782,2.445780129075146,425100
16824.0,38.5,48762.0,185400.0,16.214931050879695,4.457917261055635,202300
4504.0,36.8,80078.0,354600.0,7.5266429840142095,3.285968028419183,366600
11801.0,42.5,65858.0,248000.0,11.185492754851284,3.1776968053554784,244800
7954.0,44.9,104187.0,340600.0,5.443801860699018,2.9670605984410363,348800
6442.0,43.1,98000.0,266500.0,2.5147469729897547,2.1421918658801613,284400
7532.0,40.8,115348.0,399800.0,4.7928836962294215,3.717472118959108,447300
13881.0,39.4,90204.0,271600.0,8.082991138966934,5.338232115841798,314700
11608.0,38.0,62567.0,250300.0,8.166781529979325,5.134390075809787,267500
18706.0,40.1,106915.0,432000.0,4.581417726932536,2.582059232331872,482000
7602.0,38.8,74020.0,268700.0,5.1170744540910285,1.9994738226782425,308100
4606.0,49.1,61298.0,219800.0,6.860616587060356,3.5171515414676513,242900
9731.0,38.5,60429.0,250800.0,8.128660980372008,2.7849141917582982,298000
9184.0,44.0,99692.0,356500.0,2.025261324041812,1.8945993031358883,374600
23812.0,40.3,62709.0,218600.0,12.510498908113554,3.1160759281034767,250600
20505.0,36.3,40967.0,179300.0,21.80443794196537,4.76469153864911,220700
35866.0,34.8,50426.0,209800.0,19.229911336641944,4.363464004907154,228600
28696.0,31.3,35446.0,195100.0,25.64817396152774,4.2828268748257585,244400
19258.0,40.4,65163.0,210600.0,9.917956174057537,4.673382490393601,248400
8636.0,35.4,47068.0,175600.0,19.627142195460863,5.1991662806855015,217600
19982.0,30.6,42863.0,291700.0,19.682714442998694,3.5081573416074465,311600
23919.0,28.3,31182.0,169000.0,29.80475772398512,5.85308750365818,182500
2466.0,41.3,81971.0,227600.0,4.5823195458231964,1.70316301703163,232000
4889.0,38.8,94135.0,281800.0,3.1908365718960936,1.3704233994681938,319000
32061.0,44.7,100788.0,377300.0,4.497676304544462,2.629362777205951,455600
22638.0,43.4,131413.0,540400.0,2.8756957328385897,2.336778867391112,581400
14018.0,43.3,117688.0,595600.0,2.7464688257954055,2.6037951205592806,694000
5113.0,42.3,151023.0,476600.0,1.5450811656561705,2.0731468805006847,562300
5125.0,49.6,167400.0,757900.0,2.2048780487804884,2.2048780487804884,800000
19448.0,45.9,137991.0,729200.0,4.725421637186343,1.3574660633484164,925700
14324.0,42.5,110295.0,399900.0,2.031555431443731,3.0298799218095502,449100
5942.0,44.1,99792.0,311800.0,2.002692696061932,2.5075732076741843,329100
16257.0,41.0,143190.0,536100.0,2.5712000984191423,2.786491972688688,591600
19680.0,43.4,80574.0,310100.0,6.453252032520325,2.2154471544715446,372200
39545.0,39.6,72222.0,316500.0,7.156404096598813,2.736123403717284,359800
10526.0,42.3,90134.0,327600.0,9.120273608208246,2.4985749572487173,388700
5963.0,44.5,121298.0,403500.0,0.5534127117222875,4.209290625524065,423700
28600.0,39.3,73117.0,285900.0,7.5769230769230775,3.0209790209790213,345800
35133.0,40.9,104600.0,474500.0,3.30458543249936,2.1717473600318793,580300
4255.0,45.2,158250.0,716800.0,3.5252643948296116,1.4101057579318448,797000
9486.0,42.5,147216.0,582900.0,4.185114906177525,2.0240354206198607,651400
4793.0,53.0,143505.0,870500.0,4.256206968495723,1.1057792614229085,1100700
7027.0,43.6,146799.0,452600.0,4.340401309235805,2.276931834353209,509800
18594.0,43.8,164013.0,650200.0,1.8554372378186512,1.9845111326234268,724600
13697.0,45.9,157005.0,638300.0,4.336716069212237,1.1170329269183032,742100
39775.0,39.4,84479.0,374300.0,7.016970458830924,3.2055311125078565,487300
25698.0,42.5,92141.0,439400.0,5.175500038913534,2.8834928788232546,575300
34963.0,41.9,134627.0,580000.0,4.273088693761977,2.3825186625861625,638200
31780.0,40.7,100158.0,358300.0,4.030837004405286,3.4487098804279417,443700
25803.0,44.7,109638.0,373200.0,3.189551602526838,2.240049606634888,438100
30855.0,38.6,86884.0,291300.0,5.70085885593907,2.7353751417922543,339900
3310.0,46.3,118984.0,436600.0,2.356495468277945,2.205438066465257,495000
25882.0,39.9,57917.0,271100.0,15.381346109265126,4.794838111428792,316900
23305.0,37.6,63078.0,253900.0,11.963098047629266,4.11499678180648,290800
8514.0,44.3,106016.0,409200.0,2.0554381019497296,2.6074700493305145,476200
13153.0,38.5,71827.0,267300.0,8.256671481791226,3.2920246331635368,325800
47836.0,31.8,34636.0,236700.0,27.06539008278284,7.3250271761853005,250700
25963.0,30.3,42707.0,227600.0,22.782421137772985,6.255055270962523,287700
49057.0,38.9,72664.0,293600.0,10.184071590191005,4.3378111176794345,352000
29705.0,41.5,102008.0,448300.0,5.204511025079952,3.1105874431913816,510200
16394.0,29.6,42437.0,206700.0,24.106380383066977,4.422349640112236,256000
30026.0,33.0,49583.0,243900.0,19.28661826417105,5.458602544461467,300500
34332.0,36.2,50348.0,244100.0,18.97646510544099,5.42933706163346,286200
29204.0,30.2,40229.0,224900.0,21.637446925078763,4.745925215723873,281500
6695.0,46.4,77481.0,322100.0,5.541448842419716,5.197908887229277,393100
11134.0,39.9,102330.0,355500.0,3.933896173881804,3.080653853062692,433100
9103.0,43.5,80538.0,303300.0,3.8668570800834887,3.537295397121828,343900
15476.0,44.2,119933.0,452300.0,3.1468079607133626,2.1064874644611007,539300
24935.0,42.1,110043.0,473300.0,2.690996591136956,2.1736514938840985,583400
29692.0,44.8,93016.0,346300.0,5.354977771790381,2.9671291930486325,424300
12133.0,40.4,99325.0,344000.0,7.475480095607022,3.1731640979147784,396600
26062.0,42.8,92474.0,433000.0,3.764100989947049,2.409638554216868,536800
23850.0,43.2,130739.0,468500.0,2.457023060796646,2.1383647798742142,541900
23310.0,42.4,102301.0,390800.0,2.8442728442728438,4.0969540969540965,516900
22491.0,42.8,149321.0,796500.0,2.3520519318838646,1.89853719265484,1051600
47081.0,32.0,39654.0,243500.0,24.12650538433763,4.655805951445381,322600
17103.0,38.0,86477.0,294000.0,6.250365432964977,3.0871776881248905,385700
26209.0,32.7,55185.0,250600.0,20.64176427944599,3.7582509824869317,341200
27773.0,45.2,78372.0,352700.0,7.7845389406978,4.529579087603068,444200
14418.0,44.7,103064.0,447400.0,5.826050769870995,2.3512276321265086,519500
3471.0,49.8,72625.0,519100.0,4.148660328435609,1.3540766349755111,642600
17082.0,43.4,75861.0,308600.0,5.51457674745346,3.096827069429809,358900
40967.0,40.0,73839.0,378100.0,7.191153855542265,3.275807357141113,460900
8198.0,45.6,153578.0,607000.0,2.0858746035618445,3.342278604537692,655300
2829.0,48.3,86806.0,449100.0,4.984093319194062,1.6260162601626016,527000
27419.0,45.0,79913.0,369900.0,4.785003100040118,3.2240417228928844,460500
29546.0,48.8,63917.0,370900.0,8.129696067149531,3.5503959926893662,452600
13682.0,48.8,77788.0,430400.0,7.05306241777518,3.464405788627394,517000
13143.0,45.5,112151.0,580900.0,2.054325496461995,3.9412615080270874,660200
5321.0,49.9,92604.0,737100.0,7.72411200902086,4.266115391843639,860400
20363.0,48.0,103148.0,593100.0,5.711339193635515,2.4063251976624267,675700
9514.0,41.5,106326.0,441900.0,3.6682783266764774,2.6066848854319953,559600
17837.0,48.9,87162.0,461900.0,7.663844816953524,3.5263777541066323,514300
4076.0,48.9,93040.0,466300.0,4.735034347399411,2.232580961727184,553100
8899.0,46.2,65903.0,319600.0,10.23710529272952,3.831891223733004,368200
51948.0,44.7,63822.0,346300.0,8.106183106183106,3.0107030107030113,436600
7167.0,52.3,68448.0,460800.0,5.134644900237198,2.706850844146784,562500
6145.0,45.3,85496.0,420600.0,4.751830756712773,2.8152969894222943,500400
42650.0,36.3,61035.0,317400.0,14.600234466588509,3.849941383352872,391100
8136.0,41.5,114907.0,516100.0,9.04621435594887,2.1140609636184857,556400
6434.0,47.2,128283.0,552900.0,1.3521914827479018,2.23811004041032,616400
5135.0,23.4,99375.0,534100.0,1.8500486854917235,1.9474196689386565,624700
4484.0,45.8,138947.0,489300.0,4.63871543264942,1.672613737734166,584800
16833.0,41.2,90630.0,283000.0,3.4693756312006183,4.431770926156954,324900
22562.0,42.0,93672.0,444700.0,6.280471589398103,4.379044410956476,546200
8316.0,43.0,128224.0,847100.0,4.641654641654641,2.873977873977873,857600
25272.0,42.4,87108.0,394200.0,4.526748971193416,2.6155428933206712,505400
5864.0,44.2,189265.0,987300.0,0.6139154160982264,1.9099590723055933,1108400
4070.0,43.2,100658.0,428900.0,6.805896805896807,5.085995085995086,518200
17348.0,43.1,95665.0,380400.0,5.551072169702558,3.4124971178233796,435500
32873.0,40.6,108815.0,387900.0,4.0215374319350214,3.4557235421166306,425500
22901.0,45.4,118148.0,683700.0,5.209379503078468,1.5763503777127637,820600
10437.0,52.3,78114.0,365800.0,4.522372329213376,5.662546708824375,414300
23615.0,37.5,102090.0,378500.0,2.5958077493118776,4.522549227186111,446500
25961.0,45.1,84747.0,413600.0,7.399560879781211,2.576942336581796,463000
12510.0,42.9,147630.0,617000.0,2.5019984012789767,2.4540367705835333,653300
13135.0,40.7,109865.0,379200.0,4.75827940616673,2.7788351732013705,433700
8110.0,43.0,97591.0,368900.0,4.623921085080148,2.3427866831072746,405800
11442.0,43.4,138452.0,455100.0,3.6269882887607054,1.6081104701975182,524400
10845.0,44.2,114560.0,559300.0,3.4670355002305215,2.886122637159981,625600
29018.0,40.5,83883.0,391600.0,8.043283479219795,3.204907298917913,468300
17978.0,46.1,110492.0,507200.0,3.8102124819223495,3.0259205695850486,574000
18066.0,42.8,129609.0,482900.0,1.9096645632680171,2.6624598693678734,549600
28260.0,43.2,75109.0,321500.0,8.046709129511678,3.425336164189668,374000
19481.0,43.4,95592.0,437200.0,2.2432113341204247,2.171346440121144,500000
15364.0,45.7,140355.0,656200.0,1.8029159073158032,2.2650351470971097,737600
11483.0,43.8,99924.0,406400.0,4.833231733867456,3.544369938169468,462600
4049.0,35.2,115042.0,924000.0,8.298345270437144,4.8407014077550015,987900
4015.0,32.9,117344.0,779800.0,12.079701120797012,3.6612702366127023,836600
2124.0,53.6,120800.0,794700.0,9.08662900188324,1.1299435028248588,1034400
7564.0,32.9,39670.0,667600.0,21.52300370174511,4.9841353781068225,969200
7495.0,30.2,86094.0,518300.0,10.553702468312208,1.534356237491661,585700
13001.0,31.3,86863.0,630700.0,14.414275824936546,3.153603568956234,705200
28976.0,22.1,35274.0,648300.0,21.604086140254,6.1706239646604075,693000
23004.0,33.9,100674.0,875700.0,10.893757607372631,3.4167970787689104,1139200
27664.0,33.6,59589.0,681400.0,24.32041642567959,3.4774436090225564,862300
26833.0,35.2,30278.0,346300.0,30.61528714642418,6.108150411806357,461400
15322.0,23.5,29592.0,353100.0,38.35008484532045,7.459861636862028,535800
28029.0,31.2,26313.0,369600.0,35.26347711299012,8.872953012950873,405200
24624.0,34.2,53103.0,359500.0,20.57342430149448,6.639863547758285,484200
52986.0,34.2,50044.0,338000.0,21.626467368738908,5.165515419167328,494900
36353.0,31.9,49683.0,357800.0,25.081836437157868,6.398371523670673,513300
29531.0,37.5,47902.0,306200.0,20.554671362297245,6.718363753343944,421500
36311.0,31.1,85336.0,469800.0,16.82134890253642,3.3075376607639564,688500
46208.0,33.7,52152.0,332200.0,19.122229916897503,4.284972299168976,487200
18314.0,34.0,90674.0,570600.0,18.81074587747079,2.4844381347602926,729700
39316.0,33.9,79419.0,457400.0,16.555600773222096,3.7185878522738833,623200
32459.0,37.5,68655.0,389400.0,12.745309467328012,3.9711636217998088,537900
28292.0,44.3,91273.0,444000.0,5.750742259295914,2.608511239926481,594000
17598.0,26.8,47485.0,438400.0,28.99761336515513,3.5856347312194568,524600
40513.0,29.5,57330.0,435700.0,21.98553550712117,2.9842272850689904,460400
31762.0,37.2,62114.0,340600.0,10.74869340721617,4.329072476544298,438300
37067.0,28.2,84305.0,718100.0,8.746324223703024,2.892060323198532,825100
36338.0,29.8,82953.0,597600.0,11.748032362815785,2.9225604050855853,795100
19604.0,34.1,85417.0,627300.0,14.680677412772903,3.968577841256886,786900
13059.0,32.2,73322.0,548800.0,16.9691400566659,4.717053373152615,759200
2807.0,31.2,113950.0,878700.0,11.685073031706448,4.239401496259352,972800
26800.0,31.8,80961.0,480500.0,14.921641791044776,3.0634328358208958,723100
24475.0,31.4,93234.0,609300.0,12.114402451481107,3.3912155260469867,825400
26006.0,34.2,62752.0,429600.0,12.677843574559715,4.31438898715681,633900
60812.0,35.9,60045.0,339000.0,15.293034269552065,4.3182266657896475,466900
44496.0,34.9,52427.0,338200.0,14.542880258899677,4.1486875224739315,433200
38237.0,32.8,49643.0,280900.0,19.01822841750137,4.147814943640976,378200
53172.0,39.0,51468.0,320400.0,13.083953960731213,4.605807567892876,406600
18031.0,43.2,62997.0,367700.0,9.256280849647828,2.950474183350896,467000
59348.0,34.9,79572.0,421300.0,9.683561366853137,3.280649727033767,597600
55876.0,39.1,62157.0,347800.0,11.695540124561527,4.352494809936288,429600
19574.0,38.5,71065.0,390300.0,6.580157351588843,3.831613364667416,526200
17899.0,40.0,73280.0,393300.0,9.497737303759989,3.4582937594279013,499900
27787.0,40.7,87712.0,437100.0,3.7211645733616434,2.4723791701155218,632100
21831.0,44.9,83783.0,425500.0,4.7455453254546285,2.968256149512161,533600
37066.0,41.8,85863.0,385400.0,5.749204122376303,3.7770463497544915,498700
27351.0,38.8,122516.0,513900.0,3.9340426309824137,2.5264158531680745,679300
15347.0,40.2,75129.0,337800.0,5.8447905128038045,3.3948002867009834,400000
15076.0,40.7,51653.0,298200.0,14.055452374635182,5.5187052268506225,372100
16886.0,43.1,80139.0,350000.0,5.033755774013977,3.914485372497927,407000
8292.0,46.3,70731.0,324300.0,4.052098408104197,5.137481910274964,377500
2461.0,35.5,155313.0,644500.0,2.803738317757009,2.5599349857781393,993500
24698.0,21.5,40115.0,443500.0,19.042027694550168,5.048991821200096,584300
60659.0,35.1,44873.0,243600.0,21.193887139583573,5.164938426284642,301400
34154.0,37.8,61527.0,209200.0,11.972243368273116,6.303800433331381,286100
4476.0,44.8,68021.0,295400.0,7.2609472743521,4.066130473637176,343100
27381.0,35.2,85992.0,329100.0,6.902596691136188,3.86034111245024,391100
15444.0,45.5,119428.0,567000.0,3.956228956228956,3.010878010878011,612500
7753.0,42.9,73119.0,281300.0,3.4696246614213853,3.5728105249580806,354100
14332.0,42.4,105635.0,444500.0,3.502651409433436,3.4398548702204854,522400
10654.0,44.7,66815.0,280500.0,7.978224141167637,4.6836868781678245,335700
24005.0,43.0,76968.0,287200.0,7.644240783170173,4.153301395542595,339300
11230.0,44.3,93676.0,352400.0,4.292074799643811,2.3063223508459485,395600
16196.0,41.1,76989.0,308300.0,3.167448752778464,3.963941714003458,369800
12498.0,41.8,109024.0,403700.0,3.4725556088974234,2.296367418787006,479200
18166.0,41.0,93075.0,358100.0,4.035010459099417,3.115710668281405,401400
58024.0,44.6,80905.0,333100.0,6.007858817041225,3.427891906797188,368900
13106.0,43.6,88694.0,341300.0,6.56188005493667,3.708225240347932,423200
2913.0,45.8,84602.0,353800.0,3.501544799176107,3.501544799176107,409100
33880.0,42.4,65473.0,272600.0,11.446280991735538,6.729634002361276,359200
17725.0,41.2,70750.0,271700.0,6.922425952045134,2.392101551480959,337600
10038.0,41.7,90313.0,321800.0,3.8354253835425385,4.722056186491333,392900
7044.0,44.0,80709.0,311800.0,4.557069846678023,3.3787620670073824,357900
14767.0,38.2,75898.0,282900.0,7.184939391887316,3.169228685582718,337300
14325.0,45.9,156042.0,746100.0,2.62478184991274,2.2897033158813263,977100
18611.0,44.1,149414.0,787800.0,4.148084466175916,2.9337488582021387,1026700
21029.0,34.7,102539.0,744000.0,11.355746825811973,3.680631508868705,920000
29589.0,32.4,93750.0,744400.0,14.586501740511675,2.2406975565243843,834100
18130.0,37.9,91359.0,413700.0,7.62272476558191,3.4638720353006067,571900
15295.0,32.7,83283.0,464400.0,5.79274272638117,2.641386073880353,624100
29256.0,32.0,75550.0,435100.0,11.146431501230516,3.2984686901832103,594100
12868.0,41.4,100768.0,693300.0,4.421821572894,2.8520360584395403,965700
19020.0,42.5,150282.0,923500.0,4.610935856992639,2.570977917981073,1292800
10125.0,39.1,121250.0,710000.0,4.997530864197532,2.004938271604938,946700
7267.0,43.9,156000.0,812600.0,1.9953213155359848,3.096188248245493,1000400
3136.0,40.8,95750.0,552200.0,5.4528061224489806,2.1364795918367347,678300
11875.0,44.0,133958.0,707600.0,2.8126315789473684,2.4842105263157896,937700
8573.0,34.5,107717.0,718000.0,4.677475796104048,2.2279248804385863,958800
22048.0,23.1,108413.0,719400.0,3.950471698113208,1.8369013062409292,1116900
5485.0,47.8,190139.0,1064500.0,1.1850501367365542,1.7137648131267091,1474100
33874.0,38.1,91991.0,474100.0,8.265926669421976,3.6694810178898267,596600
27916.0,39.9,100157.0,535900.0,4.492047571285284,2.4645364665424845,731300
16492.0,44.6,96442.0,563200.0,6.051418869755032,2.3769100169779285,765100
25548.0,41.3,114082.0,711000.0,4.927978706748082,2.2115234069203065,1000400
16328.0,36.3,179655.0,1072700.0,2.8723664870161687,2.6273885350318467,1377300
10959.0,43.0,158468.0,906100.0,3.0385984122638927,2.3998540012774887,1151700
20185.0,43.6,144898.0,746100.0,3.0121377260341835,2.1946990339360912,960900
11946.0,43.3,191744.0,1173800.0,4.93052067637703,1.9337016574585637,1501400
9982.0,42.3,125481.0,668200.0,4.177519535163294,3.396113003406131,852700
12370.0,47.6,70574.0,309000.0,8.633791430881164,1.8755052546483428,285400
1812.0,42.1,71667.0,1007800.0,16.50110375275938,3.5320088300220753,1543400
